年	月	日	降雨	实测流量	DTVGM	Btop	Swat
1990	7	3	0.946	406	329.99	378.0148	179.9
1990	7	4	2.141	384	315.282	363.9937	93.34
1990	7	5	6.436	374	305.567	393.0892	424.7
1990	7	6	5.956	413	309.157	425.376	188
1990	7	7	3.624	459	305.029	441.2651	134
1990	7	8	0.188	395	297.034	447.395	112.4
1990	7	9	1.698	341	284.699	418.8419	100.9
1990	7	10	0.466	308	269.212	365.242	86.92
1990	7	11	1.372	294	254.534	329.8437	101.7
1990	7	12	7.068	300	246.434	335.2532	102.3
1990	7	13	5.163	329	232.948	370.4481	111.1
1990	7	14	3.224	323	222.074	402.3596	107.9
1990	7	15	5.949	415	240.645	407.4793	343.3
1990	7	16	10.806	432	274.639	380.0788	312.3
1990	7	17	13.57	451	356.985	349.6973	186.7
1990	7	18	4.285	474	382.897	340.1878	241.9
1990	7	19	7.371	476	505.665	388.5245	1197
1990	7	20	11.59	553	567.119	511.2005	519.7
1990	7	21	19.087	682	787.571	638.7303	525.9
1990	7	22	4.798	714	824.658	689.9869	333.7
1990	7	23	4.754	657	683.484	678.3768	289.7
1990	7	24	5.71	598	613.129	691.1232	1092
1990	7	25	8.192	669	734.786	757.9653	1224
1990	7	26	12.32	834	693.585	772.8866	509.1
1990	7	27	2.358	859	619.678	743.7644	400.5
1990	7	28	7.461	729	550.73	711.5629	337.1
1990	7	29	1.536	621	489.15	625.6503	233.2
1990	7	30	5.642	548	460.718	516.5529	549.9
1990	7	31	12.542	551	595.734	505.0778	1482
1990	8	1	7.986	653	652.305	594.0148	629.2
1990	8	2	4.188	622	584.182	686.5101	369.6
1990	8	3	0.046	578	522.073	660.7444	352.5
1990	8	4	1.483	531	469.78	533.1465	308.9
1990	8	5	1.09	485	427.684	451.9217	237.6
1990	8	6	0.098	454	391.351	449.9297	195.9
1990	8	7	1.174	426	362.623	437.5887	205.5
1990	8	8	3.37	402	344.991	399.5317	172.1
1990	8	9	5.646	402	325.206	366.2685	160.3
1990	8	10	3.679	384	312.9	333.5069	640.9
1990	8	11	4.145	386	331.741	313.2426	320
1990	8	12	5.337	391	362.202	319.0643	353.8
1990	8	13	7.457	386	372.668	336.6032	281.1
1990	8	14	6.397	395	396.513	347.3675	269.5
1990	8	15	3.447	408	415.937	350.8352	320.2
1990	8	16	1.943	402	404.633	360.6605	225.4
1990	8	17	3.575	393	420.678	381.316	674.5
1990	8	18	5.95	407	427.436	392.5712	316.1
1990	8	19	4.559	421	425.593	393.6365	242.5
1990	8	20	3.245	400	403.694	388.9813	203.4
1990	8	21	4.318	377	377.768	384.7416	205.4
1990	8	22	3.151	360	352.057	383.2113	189.8
1990	8	23	8.577	372	381.952	392.9147	287
1990	8	24	19.179	404	402.683	402.9717	260
1990	8	25	12.322	450	393.019	398.9208	233
1990	8	26	10.912	503	376.308	391.0605	216
1990	8	27	5.997	500	393.14	394.7988	391.4
1990	8	28	5.659	524	409.182	397.6596	310.2
1990	8	29	3.158	509	407.603	403.5171	239.7
1990	8	30	3.673	470	398.907	426.3653	213.1
1990	8	31	0.19	428	369.824	440.4168	188.1
1990	9	1	2.244	397	368.09	430.8991	201.5
1990	9	2	2.108	392	357.943	425.3777	193.8
1990	9	3	5.568	377	352.076	435.6039	182.6
1990	9	4	8.671	375	336.89	435.7955	158.5
1990	9	5	2.346	358	316.973	399.5863	149.5
1990	9	6	1.632	344	307.761	344.9513	137
1990	9	7	6.962	364	315.269	315.4293	177.8
1990	9	8	8.506	368	307.394	316.1304	315
1990	9	9	4.712	363	343.223	325.9673	167.6
1990	9	10	4.98	386	388.459	330.3424	196.3
1990	9	11	5.091	431	397.282	350.6758	178.3
1990	9	12	7.93	480	506.119	444.6249	631.3
1990	9	13	10.655	554	529.621	552.37	275.8
1990	9	14	9.231	548	474.082	592.4817	314.4
1990	9	15	6.321	525	502.465	573.9675	292.2
1990	9	16	18.2	548	566.155	552.4146	486.2
1990	9	17	6.282	534	552.005	542.8515	377.4
1990	9	18	1.411	510	486.698	509.0785	289.6
1990	9	19	0	492	435.761	448.6663	265.1
1990	9	20	0.033	471	399.715	405.5655	208
1990	9	21	0.284	444	373.347	392.035	177.3
1990	9	22	2.437	437	359.731	367.2237	157.8
1990	9	23	8.093	440	345.361	313.2292	138.4
1990	9	24	1.12	420	330.823	281.1979	179.4
1990	9	25	0.189	398	315.581	282.1221	152.1
1990	9	26	3.527	391	322.747	279.3975	165.2
1990	9	27	10.928	389	330.615	275.9318	157.3
1990	9	28	6.143	393	378.754	315.0487	263.1
1990	9	29	4.153	389	388.852	360.6911	247.6
1990	9	30	7.562	389	378.347	366.5303	576.3
1990	10	1	9.341	387	437.57	367.2424	408.4
1990	10	2	4.065	382	390.577	375.1106	262.5
1990	10	3	7.622	374	421.256	373.38	301.8
1990	10	4	5.235	380	395.148	349.2967	218.2
1990	10	5	8.553	378	430.463	340.857	275.5
1990	10	6	6.695	384	526.729	351.5716	324.8
1990	10	7	4.358	388	469.573	350.8449	230.5
1990	10	8	4.426	375	405.321	354.3372	246.2
1990	10	9	4.265	368	382.243	371.0738	925.8
1990	10	10	3.23	379	433.991	389.2666	827.6
1990	10	11	4.646	424	616.761	404.3107	502.3
1990	10	12	0.956	428	623.371	413.4995	322.4
1990	10	13	1.799	411	571.156	425.0167	265.4
1990	10	14	1.374	401	515.967	432.7529	192.6
1990	10	15	0.788	395	476.458	439.0001	246.5
1990	10	16	2.682	391	470.129	442.6488	223.5
1990	10	17	1.036	399	479.633	446.1597	184.3
1990	10	18	0.382	397	469.23	463.9548	176.4
1990	10	19	0.061	382	452.09	458.9163	130
1990	10	20	0	365	432.812	392.581	109.6
1990	10	21	0	353	413.507	315.0202	96.63
1990	10	22	0.01	345	395.026	279.7916	90.71
1990	10	23	0.016	327	377.56	278.3198	79.76
1990	10	24	1.664	314	376.703	294.5509	125.1
1990	10	25	0.636	311	370.731	303.9975	95.62
1990	10	26	0.35	301	361.876	297.8845	97.92
1990	10	27	0.758	288	350.836	280.7153	83.52
1990	10	28	2.405	279	335.565	253.4566	86.04
1990	10	29	1.112	267	320.718	230.0555	131.3
1990	10	30	0.076	258	305.566	214.5634	118.1
1990	10	31	0.057	253	290.641	202.3519	65.7
1990	11	1	0	251	277.49	195.5058	65
1990	11	2	0.002	245	263.967	186.4353	69.41
1990	11	3	0	239	250.738	172.1456	41.65
1990	11	4	0	230	238.072	158.935	48.62
1990	11	5	0.007	224	226.146	149.2697	43.47
1990	11	6	0.049	219	215.101	147.5304	39.02
1990	11	7	0.002	214	207.569	148.5713	41.19
1990	11	8	0.514	204	199.107	142.2381	40.49
1990	11	9	0.916	199	190.642	134.1281	38.79
1990	11	10	0	196	182.547	131.0561	38.98
1990	11	11	0	191	174.904	128.168	40.44
1990	11	12	0	188	167.728	123.2533	36.1
1990	11	13	0.033	187	161.064	118.9142	35.66
1990	11	14	0.399	182	154.788	115.9321	231.9
1990	11	15	0.613	177	148.911	112.9395	93.76
1990	11	16	0	172	143.421	109.3499	68.2
1990	11	17	0	168	138.281	106.2889	58.45
1990	11	18	0	168	133.465	103.7949	51.05
1990	11	19	0	166	128.939	101.02	39.79
1990	11	20	0	166	124.678	98.33398	37.85
1990	11	21	0	164	120.666	96.19058	34.42
1990	11	22	0.011	161	116.951	94.11398	29.37
1990	11	23	0.047	159	113.527	91.56504	27.02
1990	11	24	0.027	159	110.332	89.16998	27.1
1990	11	25	0.016	159	107.314	87.3256	26.1
1990	11	26	0.36	157	105.186	88.06894	25.09
1990	11	27	0.031	146	102.307	88.73857	26.61
1990	11	28	0	142	99.56	87.76755	24.97
1990	11	29	0.506	142	97.124	83.64327	23.24
1990	11	30	3.725	142	94.652	79.04634	21.8
1990	12	1	3.507	138	95.808	78.85009	19.83
1990	12	2	1.648	132	102.218	79.9221	18.36
1990	12	3	0.288	130	99.107	79.48862	17.09
1990	12	4	0.001	128	95.889	77.65616	15.91
1990	12	5	0	120	93.215	76.24137	16.64
1990	12	6	0	109	90.891	75.86395	14.64
1990	12	7	0	103	88.748	75.03056	14.47
1990	12	8	0	106	86.72	73.1073	10.51
1990	12	9	0.062	101	84.781	71.09157	13.82
1990	12	10	0	102	82.913	69.50868	11.61
1990	12	11	0.002	103	81.104	68.4496	11.06
1990	12	12	0.008	104	79.352	67.24436	11.65
1990	12	13	0	102	77.654	65.44101	9.443
1990	12	14	0	102	76.006	63.77475	8.337
1990	12	15	0	96	74.405	62.93524	8.85
1990	12	16	0	86	72.851	62.36111	7.719
1990	12	17	0	81	71.341	61.12991	7.725
1990	12	18	0	80	69.873	59.58838	6.691
1990	12	19	0.022	79	68.447	58.35831	6.812
1990	12	20	0.362	82	67.06	57.42627	6.751
1990	12	21	0	81	65.712	56.61175	6.003
1990	12	22	0	82	64.404	55.86394	6.863
1990	12	23	0	85	63.134	55.11591	6.891
1990	12	24	0	85	61.903	54.29896	5.626
1990	12	25	0	85	60.71	53.45652	5.444
1990	12	26	0	86	59.554	52.7022	5.108
1990	12	27	0.027	85	58.437	52.0243	5.597
1990	12	28	0.036	84	57.36	51.31337	4.871
1990	12	29	0.089	82	56.321	50.58572	4.405
1990	12	30	0	82	55.316	49.90633	3.69
1990	12	31	0	84	54.338	49.25876	4.46
1991	1	1	0.97	85	54.85	48.60933	4.064
1991	1	2	0.38	85	55.884	47.96363	3.544
1991	1	3	1.22	88	55.113	47.37076	3.4
1991	1	4	2.687	85	56.037	46.85735	3.27
1991	1	5	0	83	58.013	46.41599	3.301
1991	1	6	0	75	60.385	46.05838	3.647
1991	1	7	0	71	62.575	45.79071	3.646
1991	1	8	0	68	64.22	45.66524	3.257
1991	1	9	0.008	65	65.205	45.90191	3.154
1991	1	10	0.024	61	65.598	46.92393	2.459
1991	1	11	0.044	58	65.552	49.42382	2.215
1991	1	12	0.37	58	65.239	54.33388	2.125
1991	1	13	0.125	59	64.817	62.00255	1.785
1991	1	14	0.06	58	64.461	70.24606	1.819
1991	1	15	0.264	60	64.206	74.04866	2.009
1991	1	16	0.236	58	64.535	71.03562	2.165
1991	1	17	0	58	64.581	62.25976	2.443
1991	1	18	0.001	58	64.704	52.632	2.493
1991	1	19	0.084	58	64.765	45.19115	2.519
1991	1	20	0.08	58	64.656	40.97521	2.305
1991	1	21	0.109	60	64.837	40.06744	1.842
1991	1	22	0.179	60	64.587	40.92819	1.898
1991	1	23	0.028	64	64.408	41.58318	1.41
1991	1	24	0.134	64	64.717	41.53985	1.248
1991	1	25	0.018	64	64.775	41.53988	1.116
1991	1	26	0	64	64.796	41.95711	6.199
1991	1	27	0	65	64.687	42.34612	3.1
1991	1	28	0	64	64.39	42.13613	1.449
1991	1	29	0.029	64	63.916	41.21105	1.715
1991	1	30	0.005	65	63.298	39.97105	1.621
1991	1	31	0.03	65	62.565	39.12522	0.9157
1991	2	1	0.006	63	61.749	38.94854	0.8069
1991	2	2	0.554	66	63.415	39.95617	0.5883
1991	2	3	1.593	63	67.335	40.61286	0.5282
1991	2	4	0.136	65	68.52	40.51794	0.8555
1991	2	5	0.291	64	68.776	39.42747	0.6028
1991	2	6	0	66	68.454	38.09093	0.195
1991	2	7	0	65	67.741	37.75583	0.0884
1991	2	8	0.026	64	66.787	38.21546	0.006957
1991	2	9	0.051	65	65.71	38.41776	0
1991	2	10	0.017	64	64.591	38.03799	0
1991	2	11	0.004	65	64.4	37.42248	0.9649
1991	2	12	0.093	62	63.054	36.74492	1.645
1991	2	13	0.051	65	62.056	36.12692	1.256
1991	2	14	0.356	64	62.46	37.26078	1.797
1991	2	15	0	65	61.499	38.00585	1.443
1991	2	16	0	66	60.474	37.95403	1.963
1991	2	17	0	67	61.178	36.87564	1075
1991	2	18	0	68	90.026	35.37987	268.6
1991	2	19	0.2	70	122.064	34.32694	42.48
1991	2	20	0	74	124.232	33.66235	33.74
1991	2	21	0.025	78	121.041	33.3347	22.01
1991	2	22	0	77	116.189	33.01901	26.13
1991	2	23	0.009	77	111.478	32.6465	19.37
1991	2	24	0	76	107.069	32.3961	13.22
1991	2	25	0.255	76	102.986	32.20623	8.462
1991	2	26	0.15	77	99.236	32.23662	5.19
1991	2	27	0.088	78	96.619	32.65296	2.803
1991	2	28	0.446	79	95.074	33.15334	1.629
1991	3	1	0.279	81	95.156	33.50286	0.9605
1991	3	2	0.503	80	96.261	33.79813	0.7962
1991	3	3	0.207	79	96.352	34.01335	0.3975
1991	3	4	0	78	95.905	34.29767	0.06366
1991	3	5	0.001	79	95.5	34.3408	0
1991	3	6	0.137	79	94.138	33.71717	0
1991	3	7	0.436	77	92.478	32.8834	0.1824
1991	3	8	0.02	77	90.679	32.62856	0.5571
1991	3	9	0.008	76	90.123	33.13575	0.5504
1991	3	10	0.001	80	89.665	34.69747	0.8928
1991	3	11	0.002	82	89.007	38.27367	2.297
1991	3	12	0.022	80	88.01	43.59045	1.694
1991	3	13	0.426	85	88.493	49.48283	2.761
1991	3	14	0.002	88	86.91	50.91298	2.351
1991	3	15	0.387	88	85.624	47.56577	1.283
1991	3	16	0.409	88	85.574	41.34866	0.781
1991	3	17	0.005	86	84.71	35.17563	60.34
1991	3	18	0	84	84.975	31.52486	110.3
1991	3	19	0	86	84.775	30.82042	312.2
1991	3	20	0.094	87	85.469	31.63917	207.5
1991	3	21	0.303	88	86.891	31.68609	52.64
1991	3	22	0.183	88	88.159	30.85622	222.6
1991	3	23	1.013	88	90.393	30.58104	883.6
1991	3	24	0.064	89	93.106	30.74096	306.1
1991	3	25	1.728	89	95.403	30.65975	127.4
1991	3	26	0.373	87	96.604	30.60007	111.3
1991	3	27	1.01	83	98.932	33.11016	76.7
1991	3	28	0.007	81	99.207	35.28462	48.14
1991	3	29	0.101	78	97.819	36.54901	36.56
1991	3	30	0.859	79	96.061	35.22142	25.16
1991	3	31	1.574	78	94.175	32.00192	23.74
1991	4	1	5.174	79	92.388	29.77474	121.9
1991	4	2	3.256	79	93.231	29.07268	202.4
1991	4	3	0.918	82	92.554	29.11649	347.5
1991	4	4	1.07	84	91.25	28.99257	137.2
1991	4	5	0.853	86	90.119	29.10344	55.37
1991	4	6	0.376	92	89.697	29.93246	38.39
1991	4	7	0.744	103	95.677	31.86822	240.1
1991	4	8	1.383	109	113.313	34.85139	443
1991	4	9	0.09	114	123.027	39.29222	157.3
1991	4	10	0.041	117	129.403	47.31175	78.24
1991	4	11	0.502	117	135.475	60.19514	61.07
1991	4	12	0.028	116	141.334	73.77689	42.4
1991	4	13	0.188	110	145.89	80.87141	67.95
1991	4	14	0.001	105	147.613	81.23697	46.9
1991	4	15	0.006	101	147.909	78.84429	22.36
1991	4	16	0.411	101	149.393	75.66793	18.45
1991	4	17	0.136	103	150.631	71.99637	14.75
1991	4	18	0.82	101	153.592	65.56816	20.81
1991	4	19	0.556	101	157.87	54.1918	28.07
1991	4	20	1.505	102	165.574	43.05073	20.85
1991	4	21	0.514	102	175.75	38.57695	17.21
1991	4	22	1.167	98	187.448	41.95801	12.36
1991	4	23	1.697	94	193.942	47.26582	11.37
1991	4	24	1.833	87	197.153	50.00357	784.6
1991	4	25	1.158	92	201.022	50.42056	215.8
1991	4	26	2.61	98	226.55	54.78671	164.9
1991	4	27	1.866	101	260.219	65.29052	182
1991	4	28	0.039	108	260.727	74.65042	64.32
1991	4	29	0.771	117	264.77	79.51089	51.98
1991	4	30	3.464	121	289.225	88.98984	54.04
1991	5	1	13.513	133	291.655	103.7463	34.84
1991	5	2	0.613	144	282.744	112.39	30.91
1991	5	3	1.866	159	284.159	106.794	57.26
1991	5	4	0.903	189	280.26	98.27533	44.19
1991	5	5	0.107	191	272.195	102.857	34.25
1991	5	6	0.3	181	262.364	109.807	22.48
1991	5	7	5.08	190	265.66	107.6326	30.16
1991	5	8	9.477	188	267.193	94.73872	82.11
1991	5	9	2.63	172	264.869	86.9016	56.22
1991	5	10	1.534	177	263.17	85.89626	56.99
1991	5	11	2.513	222	264.752	80.84159	68.85
1991	5	12	4.079	246	305.259	72.83321	106.8
1991	5	13	3.976	260	360.187	76.31047	134
1991	5	14	4.007	266	381.676	94.45716	207
1991	5	15	2.514	271	383.009	118.2382	70.37
1991	5	16	3.159	277	397.514	131.0953	69
1991	5	17	4.451	296	412.92	145.6771	98.39
1991	5	18	1.014	293	385.157	158.8467	64
1991	5	19	0.992	288	362.908	157.3274	51.93
1991	5	20	1.067	297	349.934	136.6134	38.19
1991	5	21	1.304	303	329.208	118.938	26.5
1991	5	22	0.353	334	307.287	112.4491	20.4
1991	5	23	0.788	389	287.949	103.9682	20.89
1991	5	24	1.83	409	274.698	94.56387	88.71
1991	5	25	0.45	353	263.867	92.79508	48.73
1991	5	26	0.089	305	253.437	95.39741	43.02
1991	5	27	0.133	312	242.309	91.60827	36.83
1991	5	28	0.428	342	230.948	80.36787	39.7
1991	5	29	1.355	360	222.998	72.08003	98.98
1991	5	30	1.793	358	221.751	74.06441	38.36
1991	5	31	0.213	363	214.251	81.21711	49.28
1991	6	1	0.995	351	206.425	86.57427	122.8
1991	6	2	4.531	323	244.641	105.2024	138.6
1991	6	3	8.46	303	470.823	165.0869	428.1
1991	6	4	2.223	274	571.406	242.9836	148
1991	6	5	1.601	263	497.916	311.9806	138.4
1991	6	6	3.932	259	417.959	366.1862	125.5
1991	6	7	5.91	250	379.745	406.3651	162.2
1991	6	8	0.116	253	341.443	408.7931	284.8
1991	6	9	3.398	254	315.967	371.2798	175.6
1991	6	10	2.588	249	295.169	324.1702	120.1
1991	6	11	1.342	238	275.432	288.5963	110
1991	6	12	2.723	259	267.885	273.7786	248.9
1991	6	13	5.059	301	259.694	256.8324	246.7
1991	6	14	10.591	366	287.446	254.501	365.2
1991	6	15	11.491	425	377.851	294.5227	763.8
1991	6	16	7.379	486	418.38	337.219	316.7
1991	6	17	6.546	467	459.924	337.1641	246.9
1991	6	18	5.622	478	473.505	300.2351	234.5
1991	6	19	8.918	449	469.38	301.7785	250.7
1991	6	20	3.799	477	471.39	376.2434	255.3
1991	6	21	8.89	523	479.953	429.9388	247.7
1991	6	22	2.226	558	464.82	446.5485	197.2
1991	6	23	3.945	518	441.074	461.9986	363.3
1991	6	24	8.553	442	414.493	453.7755	317.7
1991	6	25	4.146	374	383.265	423.4584	645.4
1991	6	26	6.816	327	352.773	399.561	427.7
1991	6	27	0.778	309	325.7	394.7535	287.8
1991	6	28	7.631	310	317.393	392.6406	653.8
1991	6	29	8.056	370	355.402	395.0438	397.3
1991	6	30	13.45	458	407.23	416.1356	347
1991	7	1	11.38	465	443.892	447.8246	497.9
1991	7	2	8.097	446	461.214	466.0785	273.6
1991	7	3	4.359	457	434.001	475.9794	434.9
1991	7	4	8.984	471	469.118	524.5033	317.4
1991	7	5	7.203	475	526.76	593.7707	247.1
1991	7	6	11.487	478	627.851	644.8917	1185
1991	7	7	8.714	507	661.901	684.3757	438.2
1991	7	8	16.647	495	669.363	701.8409	322
1991	7	9	14.405	486	697.499	681.2747	210.1
1991	7	10	11.053	482	860.817	698.0266	193.3
1991	7	11	8.129	476	774.527	772.0889	176.7
1991	7	12	9.455	450	695.697	829.752	130.5
1991	7	13	8.42	411	587.94	836.3278	138.9
1991	7	14	8.229	392	503.397	800.2207	129.4
1991	7	15	1.941	357	447.357	742.0994	149.9
1991	7	16	6.495	321	405.116	705.5263	153.3
1991	7	17	6.495	307	373.483	672.326	226
1991	7	18	2.121	294	349.528	588.6675	166.9
1991	7	19	1.301	285	332.32	480.5345	230.5
1991	7	20	1.06	295	317.787	402.1419	190.3
1991	7	21	1.26	297	307.891	365.6496	166.8
1991	7	22	13.546	291	299.635	362.0861	315.5
1991	7	23	1.964	279	290.433	371.9918	157.4
1991	7	24	5.98	283	293.328	386.1676	892.2
1991	7	25	2.947	310	342.586	430.7526	386.8
1991	7	26	2.704	322	383.37	503.8613	810.2
1991	7	27	4.266	333	420.334	553.3421	812
1991	7	28	2.468	360	460.987	578.5679	547.4
1991	7	29	12.063	494	563.2	602.7985	457.7
1991	7	30	10.075	560	602.714	618.9279	345
1991	7	31	14.119	649	634.247	653.3023	282.8
1991	8	1	7.666	643	625.309	681.4972	233.6
1991	8	2	7.376	613	578.709	702.163	191.1
1991	8	3	6.054	541	538.402	754.6048	222.5
1991	8	4	9.979	577	609.535	820.5254	349.3
1991	8	5	4.614	601	563.463	858.062	242.1
1991	8	6	2.497	581	529.654	845.7692	335.2
1991	8	7	8.982	622	597.951	775.1164	407.8
1991	8	8	13.503	712	745.058	716.0473	544.5
1991	8	9	12.215	833	692.336	744.0446	332.2
1991	8	10	0.7	988	612.109	788.8533	262.3
1991	8	11	2.927	846	578.43	774.1883	260.5
1991	8	12	8.634	744	554.85	742.981	360.1
1991	8	13	12.313	774	707.46	738.3605	837.5
1991	8	14	21.808	830	744.418	776.3522	414.6
1991	8	15	8.211	784	665.453	857.5169	290.7
1991	8	16	2.947	696	583.481	931.8809	347.2
1991	8	17	1.062	612	518.886	900.3447	254
1991	8	18	5.199	583	542.767	828.38	647.3
1991	8	19	4.645	606	530.839	817.8944	346.6
1991	8	20	6.635	563	491.647	783.344	531.6
1991	8	21	1.764	539	459.122	675.3015	483.3
1991	8	22	1.571	512	424.409	579.8781	427.7
1991	8	23	2.217	480	392.096	515.1288	344.3
1991	8	24	2.92	454	363.65	448.6035	274.9
1991	8	25	12.197	506	405.569	429.4109	458
1991	8	26	2.621	510	396.816	443.8141	336.5
1991	8	27	5.068	467	391.546	440.3801	754.5
1991	8	28	4.632	485	435.28	437.1051	429.6
1991	8	29	4.887	493	412.658	459.5393	339.1
1991	8	30	1.584	472	388.682	490.7254	290.9
1991	8	31	0.883	436	367.213	484.9514	361.3
1991	9	1	4.055	431	373.595	467.7289	405.8
1991	9	2	8.224	463	389.482	474.1105	329.4
1991	9	3	8.929	454	381.789	491.9862	397.5
1991	9	4	2.128	450	370.925	506.4272	300.7
1991	9	5	7.31	432	353.745	490.8112	274.2
1991	9	6	1.529	408	335.091	457.0048	249.2
1991	9	7	4.358	389	316.254	423.4564	262.6
1991	9	8	6.059	381	302.366	402.3008	456.6
1991	9	9	8.512	414	366.017	449.2747	1704
1991	9	10	6.094	473	460.512	559.1023	815
1991	9	11	15.414	493	517.852	636.0105	700.7
1991	9	12	9.857	500	504.369	596.4973	439.8
1991	9	13	0.365	459	478.154	482.3505	349.6
1991	9	14	0.123	435	450.431	408.9862	285.9
1991	9	15	1.739	412	423.176	427.5215	253.9
1991	9	16	7.503	407	429.16	495.9954	329.4
1991	9	17	8.114	395	404.644	532.0368	309.1
1991	9	18	6.834	375	390.028	527.8294	285.2
1991	9	19	12.676	386	409.403	478.6164	353.9
1991	9	20	8.623	388	383.06	401.3764	305.5
1991	9	21	3.027	392	378.831	362.1478	289.2
1991	9	22	5.949	407	423.207	376.5193	565.5
1991	9	23	7.385	434	469.768	408.0204	408.2
1991	9	24	10.731	452	460.614	427.5689	316.6
1991	9	25	7.013	475	455.812	422.9194	282.3
1991	9	26	6.238	480	429.336	413.3628	319.2
1991	9	27	5.541	466	408.442	408.8074	255.1
1991	9	28	1.872	448	398.466	414.0663	291.4
1991	9	29	0.084	426	378.649	423.4081	254
1991	9	30	0.074	402	359.769	420.853	265.8
1991	10	1	0.016	385	340.119	415.0844	230.6
1991	10	2	0	365	319.829	419.0142	199.2
1991	10	3	2.393	341	300.142	397.3653	186.4
1991	10	4	0.94	325	282.418	338.6461	172.9
1991	10	5	5.411	317	274.474	288.0425	188.2
1991	10	6	7.768	304	261.493	257.263	195.4
1991	10	7	3.27	293	251.638	243.3012	187.9
1991	10	8	1.927	287	244.069	245.9832	194.9
1991	10	9	0.144	279	232.957	246.4042	168.4
1991	10	10	0.277	277	222.191	230.1073	164.1
1991	10	11	0.403	267	211.506	212.4453	157.6
1991	10	12	0.133	264	201.776	208.7696	143.1
1991	10	13	0.29	257	192.849	207.971	137.1
1991	10	14	0.012	253	184.541	198.3948	135.5
1991	10	15	0.42	249	177.839	187.1417	128.5
1991	10	16	0.261	241	170.608	179.9884	127.6
1991	10	17	0.748	234	164.012	175.8376	122.9
1991	10	18	0.668	233	160.295	173.8762	143.3
1991	10	19	1.107	230	156.212	171.5096	129.2
1991	10	20	1.737	230	157.772	171.7399	134.8
1991	10	21	0.813	230	159.666	175.2284	158.5
1991	10	22	0.781	228	160.733	180.0327	145.9
1991	10	23	0.889	224	159.721	185.0451	128.6
1991	10	24	0.531	214	155.407	186.361	110.8
1991	10	25	0.126	205	151.026	176.0769	93.89
1991	10	26	1.318	201	147.153	162.7321	95.08
1991	10	27	4.209	201	152.113	158.6949	93.18
1991	10	28	1.33	204	159.651	161.007	112.3
1991	10	29	0.256	205	159.278	161.0811	86.88
1991	10	30	0.137	205	158.88	160.8416	97.63
1991	10	31	1.657	199	157.417	153.8325	70.66
1991	11	1	3.318	194	154.975	144.9356	83.36
1991	11	2	1.576	187	151.643	145.5394	66.85
1991	11	3	1.113	180	148.264	148.1464	63.84
1991	11	4	1.367	175	144.658	144.2158	64.67
1991	11	5	0.664	172	146.771	139.5349	65.92
1991	11	6	0.39	174	145.154	139.2236	60.83
1991	11	7	0.142	175	141.394	138.375	60.29
1991	11	8	0	168	137.575	133.9446	58.59
1991	11	9	0.075	164	133.69	129.0968	54.54
1991	11	10	0.126	160	129.856	122.9523	48.99
1991	11	11	0	159	126.174	112.9252	52.18
1991	11	12	0.126	159	123.231	103.7487	47.76
1991	11	13	0.472	158	120.566	100.4386	42.14
1991	11	14	0.001	156	118.549	100.8156	41.1
1991	11	15	0	156	116.767	99.47849	38.06
1991	11	16	0	152	115.73	96.57231	42
1991	11	17	0	149	113.306	94.6905	35.68
1991	11	18	0	145	110.695	93.51247	34.86
1991	11	19	0.004	141	107.998	92.10864	32.01
1991	11	20	0.003	140	105.283	91.61238	31.2
1991	11	21	1.462	139	112.028	92.56669	38.23
1991	11	22	0.048	139	113.073	93.06637	33.58
1991	11	23	0.056	136	112.323	92.29527	31.55
1991	11	24	0.064	130	110.99	90.96466	27.12
1991	11	25	0.019	125	109.373	88.669	24.47
1991	11	26	0.556	122	112.618	85.22948	22.4
1991	11	27	0.556	120	110.398	82.07835	22.26
1991	11	28	3.103	121	152.463	84.85661	19.86
1991	11	29	0.78	116	162.099	88.21922	20.83
1991	11	30	1.034	112	165.51	88.64289	18.06
